Timestamp,Microseconds,Report_1_IAX_A,Report_1_IBX_A,Report_1_ICX_A,Report_1_VAX_V,Report_1_VBX_V,Report_1_VCX_V,Report_1_52AX,Report_1_ER,Report_1_LT08,Report_1_TRIP,Report_1_TRX
2021/02/23 04:06:51.390600,88914.311,-292.7422,704.2783,-428.5067,-268.7006,388.9087,-120.2082,1,0,1,0,0
2021/02/23 04:06:51.391120,89434.278,-400.9295,717.0063,-324.562,-316.7838,364.8671,-46.66905,1,0,1,0,0
2021/02/23 04:06:51.391640,89954.245,-509.1169,702.157,-203.6467,-354.9676,326.6833,28.28427,1,0,1,0,0
2021/02/23 04:06:51.392160,90474.211,-602.455,649.124,-55.15433,-381.8376,274.3574,107.4802,1,0,1,0,0
2021/02/23 04:06:51.392680,90994.178,-678.8225,562.1499,114.5513,-397.394,210.7178,185.262,1,0,1,0,0
2021/02/23 04:06:51.393200,91514.145,-731.8555,473.0544,271.529,-394.5656,141.4214,251.73,1,0,1,0,0
2021/02/23 04:06:51.393720,92034.112,-746.7048,379.7163,383.959,-374.7666,69.29646,304.0559,1,0,1,0,0
2021/02/23 04:06:51.394240,92554.078,-748.826,282.1356,481.5397,-340.8255,-4.24264,345.0681,1,0,1,0,0
2021/02/23 04:06:51.394760,93074.045,-706.3997,154.8564,566.3925,-294.1564,-83.4386,376.1808,1,0,1,0,0
2021/02/23 04:06:51.395280,93594.012,-610.9402,0,632.1534,-233.3452,-162.6346,397.394,1,0,1,0,0
2021/02/23 04:06:51.395800,94113.979,-498.5103,-150.6137,676.7012,-166.8772,-231.931,400.2224,1,0,1,0,0
2021/02/23 04:06:51.396320,94633.945,-386.0803,-273.6503,697.9144,-96.16652,-287.0854,383.2519,1,0,1,0,0
2021/02/23 04:06:51.396840,95153.912,-277.893,-386.0803,708.521,-22.62742,-332.3402,353.5534,1,0,1,0,0
2021/02/23 04:06:51.397360,95673.879,-159.099,-485.7823,689.4291,53.74012,-366.2813,309.7128,1,0,1,0,0
2021/02/23 04:06:51.397880,96193.846,-4.24264,-581.2418,625.7895,134.3503,-388.9087,253.1442,1,0,1,0,0
2021/02/23 04:06:51.398400,96713.812,161.2203,-653.3666,532.4514,207.8894,-397.394,188.0904,1,0,1,0,0
2021/02/23 04:06:51.398920,97233.779,294.8635,-693.6718,430.628,268.7006,-388.9087,118.7939,1,0,1,0,0
2021/02/23 04:06:51.399440,97753.746,407.2935,-708.521,320.3194,316.7838,-364.8671,46.66905,1,0,1,0,0
2021/02/23 04:06:51.399960,98273.712,509.1169,-691.5504,197.2828,354.9676,-326.6833,-29.69848,1,0,1,0,0
2021/02/23 04:06:51.400480,98793.679,606.6976,-642.7601,44.54773,381.8376,-272.9432,-108.8944,1,0,1,0,0
2021/02/23 04:06:51.401000,99313.646,685.1865,-553.6646,-129.4005,395.9798,-209.3036,-186.6762,1,0,0,1,1
2021/02/23 04:06:51.401519,99833.613,742.4621,-462.4478,-275.7716,393.1514,-140.0071,-253.1442,1,0,0,1,1
2021/02/23 04:06:51.402039,100353.579,757.3113,-373.3524,-383.959,373.3524,-67.88225,-305.4701,1,0,0,1,1
2021/02/23 04:06:51.402559,100873.546,753.0687,-273.6503,-481.5397,339.4113,5.656854,-346.4823,1,0,0,1,1
2021/02/23 04:06:51.403079,101393.513,704.2783,-144.2498,-566.3925,291.328,84.85281,-377.595,1,0,0,1,1
2021/02/23 04:06:51.403599,101913.48,613.0616,4.24264,-634.2748,231.931,164.0488,-397.394,1,0,0,1,1
2021/02/23 04:06:51.404119,102433.446,504.8742,152.7351,-678.8225,164.0488,233.3452,-398.8082,1,0,0,1,1
2021/02/23 04:06:51.404639,102953.413,390.3229,280.0143,-695.7931,93.3381,288.4996,-381.8376,1,0,0,1,1
2021/02/23 04:06:51.405159,103473.38,288.4996,390.3229,-702.157,19.79899,332.3402,-352.1392,1,1,0,1,1
2021/02/23 04:06:51.405679,103993.347,156.9777,494.2676,-680.9438,-56.56854,366.2813,-308.2986,1,1,0,1,1
2021/02/23 04:06:51.406199,104513.313,0,583.3631,-619.4255,-135.7645,388.9087,-251.73,1,1,0,1,1
2021/02/23 04:06:51.406719,105033.28,-161.2203,659.7306,-526.0875,-209.3036,397.394,-186.6762,1,1,0,1,1
2021/02/23 04:06:51.407239,105553.247,-296.9848,702.157,-422.1427,-270.1148,388.9087,-117.3797,1,1,0,1,1
2021/02/23 04:06:51.407759,106073.214,-411.5361,714.8849,-320.3194,-318.1981,363.4529,-45.25483,1,1,0,1,1
2021/02/23 04:06:51.408279,106593.18,-513.3595,702.157,-195.1615,-356.3818,325.2691,31.1127,1,1,0,1,1
