Timestamp,Microseconds,Report_1_IA,Report_1_IB,Report_1_IC,Report_1_VA_kV,Report_1_VB_kV,Report_1_VC_kV
2019/07/12 13:20:45.655609,61967.451,-32.64146,2624.78,-17.65928,-8.440026,0.8358002,10.03102
2019/07/12 13:20:45.655739,62097.638,-28.79622,2361.737,-14.39811,-8.051118,0.4285067,10.14557
2019/07/12 13:20:45.655869,62227.825,-25.42897,2088.793,-10.95167,-7.643825,0.0311127,10.26295
2019/07/12 13:20:45.656000,62358.011,-22.45913,1807.365,-8.007277,-7.236531,-0.3450681,10.33224
2019/07/12 13:20:45.656130,62488.198,-19.41008,1520.28,-5.143495,-6.800953,-0.7382195,10.328
2019/07/12 13:20:45.656260,62618.385,-17.95203,1226.972,-1.750796,-6.317292,-1.120057,10.2785
2019/07/12 13:20:45.656390,62748.571,-19.46241,934.2294,0.3450681,-5.832217,-1.477853,10.21769
2019/07/12 13:20:45.656520,62878.758,-23.57353,644.0328,0.8485281,-5.405124,-1.835649,10.16254
2019/07/12 13:20:45.656650,63008.944,-28.66469,358.0789,0.9814642,-5.043086,-2.193445,10.09041
2019/07/12 13:20:45.656781,63139.131,-33.38393,82.30723,0.7424621,-4.671147,-2.613467,9.992833
2019/07/12 13:20:45.656911,63269.318,-37.06937,-173.0997,0.4511341,-4.220013,-3.200365,9.899495
2019/07/12 13:20:45.657041,63399.504,-40.01376,-420.0214,1.03379,-3.674127,-3.783021,9.825955
2019/07/12 13:20:45.657171,63529.691,-44.28186,-665.246,-0.5840701,-3.135311,-4.092734,9.731203
2019/07/12 13:20:45.657301,63659.878,-48.39297,-903.6824,-2.784586,-2.641751,-4.388305,9.507758
2019/07/12 13:20:45.657432,63790.064,-49.3207,-1147.21,-3.978183,-2.008183,-4.754586,9.195216
2019/07/12 13:20:45.657562,63920.251,-50.16922,-1395.829,-5.011972,-1.251579,-5.112382,8.843077
2019/07/12 13:20:45.657692,64050.438,-49.93022,-1643.316,-5.330171,-0.5741707,-5.434823,8.461239
2019/07/12 13:20:45.657822,64180.624,-48.71117,-1886.561,-4.21577,0.01414214,-5.733222,8.154355
2019/07/12 13:20:45.657952,64310.811,-46.90805,-2131.22,-3.872117,0.5190164,-5.994851,7.874341
2019/07/12 13:20:45.658082,64440.998,-43.77839,-2373.05,-4.163445,1.021062,-6.198498,7.510888
2019/07/12 13:20:45.658213,64571.184,-39.24443,-2609.224,-5.011972,1.592404,-6.327191,7.072482
2019/07/12 13:20:45.658343,64701.371,-34.07406,-2839.741,-6.682159,2.146776,-6.444571,6.587407
2019/07/12 13:20:45.658473,64831.557,-28.90228,-3061.772,-7.397751,2.592253,-6.574679,6.089604
2019/07/12 13:20:45.658603,64961.744,-23.57353,-3272.49,-7.451491,3.026417,-6.638318,5.620085
2019/07/12 13:20:45.658733,65091.931,-18.93208,-3471.894,-7.212489,3.491693,-6.684988,5.171779
2019/07/12 13:20:45.658864,65222.117,-14.18598,-3659.985,-7.636753,3.969697,-6.839137,4.661248
2019/07/12 13:20:45.658994,65352.304,-8.643673,-3838.176,-7.106423,4.500027,-6.942374,4.149302
2019/07/12 13:20:45.659124,65482.491,-5.569173,-4007.881,-7.848886,5.003488,-6.996114,3.679784
2019/07/12 13:20:45.659254,65612.677,-2.572454,-4169.102,-7.901211,5.448965,-7.106423,3.249863
2019/07/12 13:20:45.659384,65742.864,-0.2390021,-4321.836,-7.583013,5.887371,-7.222388,2.868025
2019/07/12 13:20:45.659515,65873.051,0.9277241,-4468.915,-8.140213,6.339919,-7.278957,2.415477
2019/07/12 13:20:45.659645,66003.237,2.784586,-4604.679,-9.386135,6.833479,-7.329869,1.854034
2019/07/12 13:20:45.659775,66133.424,4.666904,-4733.373,-9.810399,7.394923,-7.396337,1.282692
2019/07/12 13:20:45.659905,66263.61,5.143495,-4857.824,-10.20921,7.923839,-7.421793,0.7834743
2019/07/12 13:20:45.660035,66393.797,4.190315,-4973.789,-10.57973,8.324061,-7.438764,0.3012275
2019/07/12 13:20:45.660165,66523.984,3.739181,-5075.612,-10.1286,8.669129,-7.434521,-0.1994041
2019/07/12 13:20:45.660296,66654.17,3.367243,-5164.708,-10.2884,8.98167,-7.38078,-0.735391
2019/07/12 13:20:45.660426,66784.357,2.969848,-5235.418,-10.89793,9.229157,-7.277543,-1.291177
2019/07/12 13:20:45.660556,66914.544,3.341786,-5284.916,-10.73954,9.438461,-7.153092,-1.770595
2019/07/12 13:20:45.660686,67044.73,3.102784,-5321.686,-11.08319,9.618067,-7.05834,-2.179303
2019/07/12 13:20:45.660816,67174.917,3.314917,-5345.727,-11.61494,9.775044,-6.936718,-2.604981
2019/07/12 13:20:45.660947,67305.104,3.845247,-5354.212,-12.19759,9.954649,-6.793882,-3.067429
2019/07/12 13:20:45.661077,67435.29,4.508512,-5348.556,-12.6756,10.15971,-6.666603,-3.52422
2019/07/12 13:20:45.661207,67565.477,4.454773,-5331.585,-13.01925,10.32659,-6.51811,-3.94707
2019/07/12 13:20:45.661337,67695.663,4.348707,-5313.2,-13.15219,10.45245,-6.247996,-4.33315
2019/07/12 13:20:45.661467,67825.85,3.659985,-5296.229,-13.97384,10.55993,-5.895856,-4.705088
2019/07/12 13:20:45.661598,67956.037,3.500178,-5265.117,-14.39811,10.63489,-5.741707,-5.123695
2019/07/12 13:20:45.661728,68086.223,4.348707,-5225.519,-14.37265,10.73105,-5.642712,-5.546546
2019/07/12 13:20:45.661858,68216.41,5.091168,-5173.193,-14.45185,10.83288,-5.419266,-5.938282
2019/07/12 13:20:45.661988,68346.597,5.224105,-5102.482,-14.87611,10.89793,-5.235418,-6.322949
2019/07/12 13:20:45.662118,68476.783,5.621499,-5021.872,-14.21285,10.9644,-5.101068,-6.62559
2019/07/12 13:20:45.662248,68606.97,4.454773,-4931.363,-14.23972,10.93894,-4.891765,-6.897119
2019/07/12 13:20:45.662379,68737.157,2.730846,-4826.711,-15.11511,10.77772,-4.549525,-7.242188
2019/07/12 13:20:45.662509,68867.343,2.784586,-4698.018,-15.6709,10.58822,-4.2087,-7.62544
2019/07/12 13:20:45.662639,68997.53,3.68544,-4553.768,-16.04284,10.44821,-3.930099,-8.010105
2019/07/12 13:20:45.662769,69127.717,4.508512,-4396.79,-16.17577,10.33649,-3.633115,-8.325476
2019/07/12 13:20:45.662899,69257.903,5.966567,-4220.013,-15.96364,10.21486,-3.370071,-8.565891
2019/07/12 13:20:45.663030,69388.09,6.655289,-4036.166,-15.9891,10.06354,-3.05753,-8.782266
2019/07/12 13:20:45.663160,69518.276,5.966567,-3842.418,-17.07663,9.835855,-2.658721,-9.033996
2019/07/12 13:20:45.663290,69648.463,5.648369,-3638.771,-17.28876,9.586953,-2.347594,-9.272999
2019/07/12 13:20:45.663420,69778.65,6.894291,-3426.639,-16.83763,9.427147,-2.141119,-9.381892
2019/07/12 13:20:45.663550,69908.836,8.061017,-3214.507,-16.97056,9.274412,-1.890804,-9.448361
2019/07/12 13:20:45.663681,70039.023,7.848886,-2993.89,-18.08496,9.001469,-1.524522,-9.586953
2019/07/12 13:20:45.663811,70169.21,8.113343,-2760.545,-18.71995,8.656401,-1.172383,-9.762316
2019/07/12 13:20:45.663941,70299.396,8.352345,-2521.543,-18.66762,8.326889,-0.8598418,-9.905152
2019/07/12 13:20:45.664071,70429.583,7.742819,-2275.469,-18.85288,8.004448,-0.4751757,-10.01122
2019/07/12 13:20:45.664201,70559.77,7.928081,-2015.254,-18.32255,7.677765,-0.08909545,-10.09748
2019/07/12 13:20:45.664331,70689.956,8.43154,-1750.796,-17.60696,7.349668,0.2107178,-10.15547
2019/07/12 13:20:45.664462,70820.143,7.848886,-1486.338,-16.89137,6.969244,0.5487149,-10.18941
2019/07/12 13:20:45.664592,70950.329,6.894291,-1211.698,-16.1489,6.536495,0.9305525,-10.19507
2019/07/12 13:20:45.664722,71080.516,6.973487,-932.5325,-14.77005,6.133444,1.265721,-10.16254
2019/07/12 13:20:45.664852,71210.703,6.973487,-652.5181,-14.26659,5.744535,1.598061,-10.12294
2019/07/12 13:20:45.664982,71340.889,7.212489,-373.3524,-14.18598,5.300472,1.992627,-10.08193
2019/07/12 13:20:45.665113,71471.076,8.670544,-99.27779,-13.39119,4.818225,2.476288,-9.978691
2019/07/12 13:20:45.665243,71601.263,9.306939,156.9777,-12.64873,4.302038,3.078743,-9.835855
2019/07/12 13:20:45.665373,71731.449,9.492201,400.5053,-12.96692,3.733524,3.657156,-9.72979
2019/07/12 13:20:45.665503,71861.636,11.5612,638.9417,-11.69413,3.217336,4.023438,-9.630795
2019/07/12 13:20:45.665633,71991.823,14.55791,870.5898,-10.1286,2.786001,4.303452,-9.44129
2019/07/12 13:20:45.665763,72122.009,15.43331,1103.087,-9.200873,2.288198,4.538211,-9.186731
2019/07/12 13:20:45.665894,72252.196,15.80384,1341.523,-7.769689,1.687157,4.784284,-8.865705
2019/07/12 13:20:45.666024,72382.382,14.15911,1583.919,-6.867421,1.036618,5.020458,-8.466896
2019/07/12 13:20:45.666154,72512.569,12.01233,1827.164,-7.476947,0.3818377,5.248147,-8.06526
2019/07/12 13:20:45.666284,72642.756,9.625137,2071.823,-9.519072,-0.2008183,5.508362,-7.698978
2019/07/12 13:20:45.666414,72772.942,7.424621,2317.896,-12.56812,-0.7042783,5.733222,-7.399165
2019/07/12 13:20:45.666545,72903.129,5.197235,2559.727,-15.64544,-1.175211,5.888785,-7.119151
2019/07/12 13:20:45.666675,73033.316,2.200516,2801.557,-17.87142,-1.687157,6.01465,-6.726
2019/07/12 13:20:45.666805,73163.502,-0.3450681,3039.145,-19.27714,-2.227386,6.099503,-6.218297
2019/07/12 13:20:45.666935,73293.689,-3.394113,3265.419,-22.37993,-2.766202,6.291836,-5.695038
2019/07/12 13:20:45.667065,73423.876,-6.018893,3484.622,-27.25896,-3.347444,6.539323,-5.253803
2019/07/12 13:20:45.667196,73554.062,-6.734485,3693.926,-32.08426,-3.930099,6.682159,-4.825296
2019/07/12 13:20:45.667326,73684.249,-6.045763,3893.33,-36.56591,-4.467501,6.767012,-4.277996
2019/07/12 13:20:45.667456,73814.436,-5.779891,4080.006,-40.78168,-5.000659,6.854693,-3.709482
2019/07/12 13:20:45.667586,73944.622,-4.905907,4253.954,-44.04427,-5.481492,6.973487,-3.196123
2019/07/12 13:20:45.667716,74074.809,-4.826711,4422.246,-46.93492,-5.894443,7.066825,-2.770444
2019/07/12 13:20:45.667846,74204.995,-5.463107,4576.395,-48.7635,-6.321534,7.10218,-2.367393
2019/07/12 13:20:45.667977,74335.182,-6.257895,4723.473,-49.05624,-6.799539,7.168648,-1.868176
2019/07/12 13:20:45.668107,74465.369,-7.424621,4863.48,-48.1271,-7.308656,7.205418,-1.305319
2019/07/12 13:20:45.668237,74595.555,-7.795145,4995.002,-46.56298,-7.772517,7.199761,-0.7933738
2019/07/12 13:20:45.668367,74725.742,-7.557557,5112.382,-44.75986,-8.14587,7.242188,-0.3436539
2019/07/12 13:20:45.668497,74855.929,-6.867421,5218.448,-42.10821,-8.482453,7.264815,0.1074802
2019/07/12 13:20:45.668628,74986.115,-6.522353,5313.2,-38.7141,-8.809136,7.236531,0.5982124
2019/07/12 13:20:45.668758,75116.302,-6.894291,5392.396,-34.78965,-9.113192,7.162992,1.093187
2019/07/12 13:20:45.668888,75246.489,-6.682159,5454.622,-30.33488,-9.345122,7.083796,1.544321
2019/07/12 13:20:45.669018,75376.675,-6.602963,5501.291,-25.61423,-9.50493,7.000357,1.98697
2019/07/12 13:20:45.669148,75506.862,-6.946617,5535.232,-20.92188,-9.663321,6.857522,2.440933
2019/07/12 13:20:45.669279,75637.048,-7.530687,5552.202,-16.5463,-9.857068,6.7161,2.896309
2019/07/12 13:20:45.669409,75767.235,-7.769689,5556.445,-12.54266,-10.0593,6.610034,3.331887
2019/07/12 13:20:45.669539,75897.422,-7.822015,5547.959,-9.042481,-10.21911,6.475684,3.742009
2019/07/12 13:20:45.669669,76027.608,-7.822015,5529.575,-5.515433,-10.33507,6.291836,4.146474
2019/07/12 13:20:45.669799,76157.795,-7.954951,5495.634,-2.227386,-10.46094,6.13203,4.583466
2019/07/12 13:20:45.669929,76287.982,-8.776609,5450.379,0.5572001,-10.63347,6.000508,5.043086
2019/07/12 13:20:45.670060,76418.168,-9.492201,5393.811,2.863783,-10.79611,5.819489,5.492805
2019/07/12 13:20:45.670190,76548.355,-9.784944,5324.514,4.348707,-10.88662,5.593215,5.909998
2019/07/12 13:20:45.670320,76678.542,-10.76499,5245.318,3.766051,-10.92763,5.39381,6.274865
2019/07/12 13:20:45.670450,76808.728,-11.93313,5154.808,2.015254,-10.94036,5.23259,6.604377
2019/07/12 13:20:45.670580,76938.915,-13.41664,5054.399,0.291328,-10.91066,5.003488,6.911262
2019/07/12 13:20:45.670711,77069.102,-14.58478,4935.605,-1.61786,-10.79469,4.719231,7.208247
2019/07/12 13:20:45.670841,77199.288,-16.25497,4804.083,-3.022174,-10.59529,4.393961,7.510888
2019/07/12 13:20:45.670971,77329.475,-17.73989,4657.005,-4.057379,-10.36901,4.013538,7.826258
2019/07/12 13:20:45.671101,77459.661,-19.78061,4495.785,-5.118039,-10.16961,3.655742,8.117585
2019/07/12 13:20:45.671231,77589.848,-22.06173,4327.494,-6.549223,-10.02536,3.340372,8.350931
2019/07/12 13:20:45.671362,77720.035,-23.62585,4147.888,-6.973487,-9.87121,3.02076,8.574377
2019/07/12 13:20:45.671492,77850.221,-24.50125,3958.384,-6.894291,-9.671806,2.712461,8.824692
2019/07/12 13:20:45.671622,77980.408,-25.45584,3760.394,-7.264815,-9.487959,2.398506,9.022682
2019/07/12 13:20:45.671752,78110.595,-25.69485,3556.747,-6.894291,-9.335223,2.124149,9.154204
2019/07/12 13:20:45.671882,78240.781,-25.66797,3351.686,-6.496897,-9.200873,1.868176,9.29704
2019/07/12 13:20:45.672012,78370.968,-25.88011,3140.968,-4.666904,-9.060866,1.571191,9.500687
2019/07/12 13:20:45.672143,78501.155,-25.29604,2920.351,-2.360322,-8.855805,1.244508,9.751002
2019/07/12 13:20:45.672273,78631.341,-24.07698,2691.248,-0.7962022,-8.592762,0.9121677,9.937678
2019/07/12 13:20:45.672403,78761.528,-22.93713,2455.075,0.5303301,-8.309918,0.5769991,10.02819
2019/07/12 13:20:45.672533,78891.714,-20.92188,2211.83,2.12132,-8.007277,0.2446589,10.10597
2019/07/12 13:20:45.672663,79021.901,-19.11875,1960.1,4.057379,-7.665038,-0.1074802,10.21204
2019/07/12 13:20:45.672794,79152.088,-17.65928,1702.713,5.569173,-7.2733,-0.4553767,10.27285
2019/07/12 13:20:45.672924,79282.274,-17.15582,1438.255,7.000357,-6.809438,-0.7990307,10.23042
2019/07/12 13:20:45.673054,79412.461,-18.42862,1166.726,7.133293,-6.310221,-1.132785,10.13991
2019/07/12 13:20:45.673184,79542.648,-21.3716,895.1971,6.310221,-5.852015,-1.465125,10.05364
2019/07/12 13:20:45.673314,79672.834,-24.44751,622.8196,5.382497,-5.40371,-1.805951,9.956063
2019/07/12 13:20:45.673445,79803.021,-28.08063,348.7451,4.533969,-4.881865,-2.169404,9.8005
2019/07/12 13:20:45.673575,79933.208,-30.78601,76.36753,3.606245,-4.299209,-2.588011,9.598268
2019/07/12 13:20:45.673705,80063.394,-33.78132,-183.2821,3.022174,-3.756151,-3.114098,9.431391
2019/07/12 13:20:45.673835,80193.581,-36.59277,-433.5979,3.420982,-3.289461,-3.618973,9.336638
2019/07/12 13:20:45.673965,80323.767,-40.27822,-680.5196,2.784586,-2.875096,-3.930099,9.263099
2019/07/12 13:20:45.674095,80453.954,-44.04427,-920.653,1.59099,-2.469217,-4.183244,9.103292
2019/07/12 13:20:45.674226,80584.141,-44.99886,-1161.635,0.5303301,-1.961514,-4.466086,8.86429
2019/07/12 13:20:45.674356,80714.327,-45.26332,-1406.011,-1.53725,-1.394415,-4.720645,8.565891
2019/07/12 13:20:45.674486,80844.514,-44.17579,-1648.973,-2.65165,-0.8598418,-4.929948,8.193954
2019/07/12 13:20:45.674616,80974.701,-41.89608,-1892.218,-2.67852,-0.3012275,-5.15198,7.858785
2019/07/12 13:20:45.674746,81104.887,-39.27129,-2139.705,-2.173646,0.2729432,-5.416438,7.60564
2019/07/12 13:20:45.674877,81235.074,-36.75117,-2392.849,-1.53725,0.7990307,-5.646955,7.349668
2019/07/12 13:20:45.675007,81365.261,-33.46312,-2640.337,-1.936058,1.292591,-5.812418,7.000357
2019/07/12 13:20:45.675137,81495.447,-28.53176,-2882.167,-3.633115,1.822921,-6.00475,6.513867
2019/07/12 13:20:45.675267,81625.634,-22.11406,-3115.512,-5.463107,2.443761,-6.181527,5.948182
2019/07/12 13:20:45.675397,81755.821,-15.51251,-3341.787,-6.549223,3.135311,-6.337091,5.400881
2019/07/12 13:20:45.675527,81886.007,-10.18234,-3560.99,-6.867421,3.818377,-6.516695,4.894593
2019/07/12 13:20:45.675658,82016.194,-6.098088,-3774.536,-7.079553,4.436388,-6.686402,4.371334
2019/07/12 13:20:45.675788,82146.38,-3.288047,-3978.183,-6.921161,4.969546,-6.808024,3.804235
2019/07/12 13:20:45.675918,82276.567,-1.008334,-4167.688,-6.231025,5.453207,-6.912676,3.290875
2019/07/12 13:20:45.676048,82406.754,1.008334,-4345.878,-5.833631,5.911412,-7.007428,2.85954
2019/07/12 13:20:45.676178,82536.94,2.09445,-4515.584,-5.992023,6.348404,-7.07531,2.428205
2019/07/12 13:20:45.676309,82667.127,3.18198,-4676.804,-7.264815,6.793882,-7.099352,1.928987
2019/07/12 13:20:45.676439,82797.314,4.454773,-4825.296,-8.193954,7.250673,-7.141778,1.385929
2019/07/12 13:20:45.676569,82927.5,5.276431,-4961.061,-8.882675,7.691907,-7.215318,0.8570134
2019/07/12 13:20:45.676699,83057.687,5.673825,-5088.34,-8.537607,8.121828,-7.242188,0.3648671
2019/07/12 13:20:45.676829,83187.874,5.648369,-5202.892,-8.458411,8.536193,-7.240773,-0.1159655
2019/07/12 13:20:45.676960,83318.06,5.382497,-5304.715,-8.697413,8.93783,-7.242188,-0.6378103
2019/07/12 13:20:45.677090,83448.247,5.436237,-5395.225,-9.386135,9.294211,-7.187033,-1.202082
2019/07/12 13:20:45.677220,83578.433,4.879037,-5470.178,-10.3676,9.568568,-7.063996,-1.757867
2019/07/12 13:20:45.677350,83708.62,5.038843,-5525.333,-11.03087,9.783529,-6.936718,-2.27547
2019/07/12 13:20:45.677480,83838.807,5.542303,-5567.759,-11.4028,10.01263,-6.830651,-2.774687
2019/07/12 13:20:45.677610,83968.993,6.072633,-5594.629,-11.95859,10.26153,-6.727414,-3.271076
2019/07/12 13:20:45.677741,84099.18,6.522353,-5605.942,-12.6756,10.48215,-6.600134,-3.737766
2019/07/12 13:20:45.677871,84229.367,6.045763,-5601.7,-12.64873,10.62074,-6.46437,-4.142231
2019/07/12 13:20:45.678001,84359.553,5.621499,-5584.729,-12.72792,10.68155,-6.325777,-4.497199
2019/07/12 13:20:45.678131,84489.74,5.250975,-5556.445,-12.96692,10.7254,-6.154658,-4.857823
2019/07/12 13:20:45.678261,84619.927,5.515433,-5512.604,-13.62878,10.80035,-5.967981,-5.253803
2019/07/12 13:20:45.678392,84750.113,6.257895,-5451.793,-14.10678,10.87106,-5.775648,-5.648369
2019/07/12 13:20:45.678522,84880.3,6.337091,-5381.083,-14.31891,10.87389,-5.581901,-5.972224
2019/07/12 13:20:45.678652,85010.486,6.045763,-5301.887,-14.00071,10.81732,-5.386739,-6.205569
2019/07/12 13:20:45.678782,85140.673,5.833631,-5211.377,-13.47038,10.75368,-5.184507,-6.396488
2019/07/12 13:20:45.678912,85270.86,5.569173,-5113.796,-13.62878,10.68155,-4.96389,-6.628418
2019/07/12 13:20:45.679043,85401.046,5.648369,-5003.487,-14.50417,10.58397,-4.736201,-6.908433
2019/07/12 13:20:45.679173,85531.233,6.124959,-4879.037,-15.21977,10.47367,-4.484471,-7.199761
2019/07/12 13:20:45.679303,85661.42,6.576093,-4740.444,-16.28043,10.36194,-4.195971,-7.522202
2019/07/12 13:20:45.679433,85791.606,7.424621,-4589.123,-17.12896,10.25446,-3.896158,-7.864441
2019/07/12 13:20:45.679563,85921.793,7.742819,-4425.074,-17.26189,10.14274,-3.597759,-8.160012
2019/07/12 13:20:45.679693,86051.98,7.928081,-4249.712,-17.04976,9.985762,-3.289461,-8.408914
2019/07/12 13:20:45.679824,86182.166,7.689079,-4061.621,-17.44857,9.780701,-2.964191,-8.667715
2019/07/12 13:20:45.679954,86312.353,8.485281,-3860.803,-17.84596,9.579883,-2.641751,-8.925101
2019/07/12 13:20:45.680084,86442.54,9.333809,-3652.914,-18.21648,9.414419,-2.358908,-9.104707
2019/07/12 13:20:45.680214,86572.726,10.26153,-3442.196,-18.34942,9.267342,-2.081722,-9.215015
2019/07/12 13:20:45.680344,86702.913,10.97713,-3228.649,-18.95895,9.082079,-1.779081,-9.35078
2019/07/12 13:20:45.680475,86833.099,10.87106,-3005.204,-20.23174,8.821864,-1.448155,-9.550183
2019/07/12 13:20:45.680605,86963.286,10.8456,-2773.273,-20.3378,8.498009,-1.110158,-9.712819
2019/07/12 13:20:45.680735,87093.473,10.6066,-2534.271,-19.96728,8.154355,-0.7735748,-9.759488
2019/07/12 13:20:45.680865,87223.659,10.4468,-2289.612,-19.14562,7.797973,-0.4468915,-9.741103
2019/07/12 13:20:45.680995,87353.846,9.810399,-2037.882,-19.11875,7.404822,-0.1117229,-9.753831
2019/07/12 13:20:45.681126,87484.033,10.15547,-1780.495,-18.53468,7.015913,0.2107178,-9.80757
2019/07/12 13:20:45.681256,87614.219,10.57973,-1518.865,-17.92516,6.682159,0.5303301,-9.833027
2019/07/12 13:20:45.681386,87744.406,10.73954,-1254.125,-17.07663,6.368203,0.8555992,-9.820298
2019/07/12 13:20:45.681516,87874.593,10.89793,-988.5353,-16.57317,6.021721,1.170969,-9.803329
2019/07/12 13:20:45.681646,88004.779,10.89793,-720.4004,-15.56483,5.598872,1.52028,-9.776459
2019/07/12 13:20:45.681776,88134.966,11.45513,-449.7199,-14.87611,5.08834,1.903531,-9.724133
2019/07/12 13:20:45.681907,88265.152,13.09845,-178.1909,-13.78858,4.550939,2.349009,-9.630795
2019/07/12 13:20:45.682037,88395.339,15.24664,78.91312,-13.09845,4.031923,2.962777,-9.519072
2019/07/12 13:20:45.682167,88525.526,16.7853,324.1377,-13.78858,3.510078,3.624629,-9.461088
2019/07/12 13:20:45.682297,88655.712,19.17108,570.2109,-13.89465,2.968434,4.030509,-9.439876
2019/07/12 13:20:45.682427,88785.899,22.27386,812.89,-11.95859,2.45366,4.324665,-9.309768
2019/07/12 13:20:45.682558,88916.086,22.83106,1054.72,-10.02253,1.914845,4.628721,-9.015612
2019/07/12 13:20:45.682688,89046.272,22.77732,1299.097,-7.557557,1.350574,4.870552,-8.639431
2019/07/12 13:20:45.682818,89176.459,22.80419,1540.078,-6.815095,0.8456997,5.043086,-8.225066
2019/07/12 13:20:45.682948,89306.646,19.67595,1779.081,-7.981821,0.2644579,5.231176,-7.860199
2019/07/12 13:20:45.683078,89436.832,15.7501,2026.568,-9.466745,-0.4101219,5.477249,-7.537758
2019/07/12 13:20:45.683209,89567.019,12.48892,2279.712,-11.42826,-0.9899495,5.69221,-7.20259
2019/07/12 13:20:45.683339,89697.206,9.254614,2527.2,-13.54958,-1.448155,5.847773,-6.853279
2019/07/12 13:20:45.683469,89827.392,5.409367,2769.03,-15.16744,-1.910602,6.042934,-6.468613
2019/07/12 13:20:45.683599,89957.579,1.219052,3005.204,-15.85758,-2.473459,6.233853,-6.011822
2019/07/12 13:20:45.683729,90087.765,-3.075914,3234.306,-17.68615,-3.148039,6.414872,-5.525332
2019/07/12 13:20:45.683859,90217.952,-6.363961,3460.581,-19.78061,-3.862217,6.617105,-5.036015
2019/07/12 13:20:45.683990,90348.139,-7.503818,3682.612,-22.00941,-4.509927,6.800953,-4.508512
2019/07/12 13:20:45.684120,90478.325,-6.443157,3893.33,-24.74025,-5.023286,6.91409,-3.945656
2019/07/12 13:20:45.684250,90608.512,-5.276431,4088.491,-28.13436,-5.470178,7.008842,-3.447853
2019/07/12 13:20:45.684380,90738.699,-4.826711,4275.167,-31.36867,-5.951011,7.137536,-3.027831
2019/07/12 13:20:45.684510,90868.885,-5.488563,4454.772,-32.93279,-6.481341,7.25633,-2.573869
2019/07/12 13:20:45.684641,90999.072,-6.894291,4625.893,-32.93279,-7.030056,7.315726,-2.020911
2019/07/12 13:20:45.684771,91129.259,-8.219409,4782.87,-31.68687,-7.547657,7.335526,-1.391586
2019/07/12 13:20:45.684901,91259.445,-8.591347,4927.12,-30.36175,-8.004448,7.338354,-0.7707464
2019/07/12 13:20:45.685031,91389.632,-8.591347,5057.228,-28.77076,-8.427299,7.304413,-0.1979899
2019/07/12 13:20:45.685161,91519.818,-7.848886,5174.607,-27.04683,-8.833178,7.269057,0.3323402
2019/07/12 13:20:45.685291,91650.005,-7.530687,5279.259,-25.00471,-9.175417,7.239359,0.8343859
2019/07/12 13:20:45.685422,91780.192,-6.867421,5368.354,-22.24699,-9.429976,7.162992,1.336432
2019/07/12 13:20:45.685552,91910.378,-6.788225,5440.479,-18.87975,-9.623723,7.039955,1.818679
2019/07/12 13:20:45.685682,92040.565,-7.291685,5497.048,-15.16744,-9.7906,6.923989,2.254256
2019/07/12 13:20:45.685812,92170.752,-7.476947,5538.06,-11.77333,-9.94475,6.82358,2.662964
2019/07/12 13:20:45.685942,92300.938,-7.848886,5563.516,-8.803479,-10.09748,6.723171,3.05753
2019/07/12 13:20:45.686073,92431.125,-8.618217,5576.244,-5.754435,-10.24598,6.610034,3.457752
2019/07/12 13:20:45.686203,92561.312,-8.724283,5576.244,-3.552505,-10.37326,6.477098,3.842418
2019/07/12 13:20:45.686333,92691.498,-8.670544,5563.516,-1.511794,-10.46659,6.321534,4.193143
2019/07/12 13:20:45.686463,92821.685,-8.512152,5538.06,0.50346,-10.54013,6.161728,4.543868
2019/07/12 13:20:45.686593,92951.871,-8.803479,5501.291,2.306582,-10.62074,6.000508,4.934191
2019/07/12 13:20:45.686724,93082.058,-9.306939,5450.379,3.897573,-10.69428,5.803933,5.34997
2019/07/12 13:20:45.686854,93212.245,-9.545941,5382.497,4.852167,-10.72115,5.581901,5.758677
2019/07/12 13:20:45.686984,93342.431,-10.23466,5304.715,4.958233,-10.7254,5.352798,6.130616
2019/07/12 13:20:45.687114,93472.618,-10.79186,5212.791,4.375577,-10.7254,5.130767,6.461541
2019/07/12 13:20:45.687244,93602.805,-11.74646,5110.968,3.606245,-10.70135,4.924292,6.764184
2019/07/12 13:20:45.687374,93732.991,-12.62186,4997.831,2.042124,-10.62216,4.700846,7.018742
2019/07/12 13:20:45.687505,93863.178,-13.33745,4871.966,0.5572001,-10.47225,4.459015,7.230874
2019/07/12 13:20:45.687635,93993.365,-15.00764,4733.373,-0.3450681,-10.28699,4.181829,7.462805
2019/07/12 13:20:45.687765,94123.551,-16.67923,4582.052,-1.06066,-10.10597,3.876359,7.724434
2019/07/12 13:20:45.687895,94253.738,-18.34942,4418.003,-1.61786,-9.946164,3.593516,7.97475
2019/07/12 13:20:45.688025,94383.925,-20.17941,4244.055,-2.042124,-9.7906,3.295117,8.19961
2019/07/12 13:20:45.688156,94514.111,-21.26694,4057.379,-2.12132,-9.610995,2.989648,8.43437
2019/07/12 13:20:45.688286,94644.298,-22.37993,3862.217,-2.412648,-9.431391,2.706805,8.646502
2019/07/12 13:20:45.688416,94774.484,-22.83106,3662.813,-2.917522,-9.267342,2.438104,8.772367
2019/07/12 13:20:45.688546,94904.671,-23.0432,3459.166,-2.757716,-9.08915,2.162333,8.858633
